index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month
10208,M,Y,Y,0,202500,Working,Incomplete higher,Married,House / apartment,-17242,-857,1,0,1,0,Security staff,2,-12
10209,M,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-22442,365243,1,0,1,0,,2,-14
10210,F,N,N,0,202500,Working,Secondary / secondary special,Married,Office apartment,-19760,-2099,1,0,0,0,Cleaning staff,2,-6
10211,F,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-16415,-3054,1,0,0,1,Private service staff,3,-8
10212,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-18353,-4136,1,1,0,0,Laborers,2,-42
10213,F,N,Y,0,360000,Pensioner,Higher education,Married,House / apartment,-22295,365243,1,0,0,0,,2,-5
10214,F,Y,Y,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,1,0,0,0,Core staff,2,-4
10215,F,N,N,0,135000,Working,Higher education,Married,House / apartment,-13202,-2646,1,1,0,0,Laborers,2,-49
10216,M,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,-15788,-1563,1,0,0,0,Security staff,4,-28
10217,M,N,N,0,126000,Working,Higher education,Single / not married,House / apartment,-12616,-1904,1,1,1,0,Core staff,1,-21
10218,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24580,365243,1,0,0,0,,1,-35
10219,M,Y,N,0,270000,Working,Higher education,Single / not married,House / apartment,-9087,-1682,1,0,0,0,Laborers,1,-18
10220,M,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-18427,-1296,1,0,0,0,Laborers,2,-53
10221,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-13211,-777,1,1,1,0,Core staff,2,-16
10222,F,N,N,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-20592,365243,1,0,1,0,,2,-21
10223,M,Y,Y,1,450000,Working,Higher education,Married,House / apartment,-10454,-1496,1,0,1,0,Managers,3,-43
10224,F,N,Y,0,211500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22517,365243,1,0,0,0,,1,-42
10225,F,Y,Y,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,-15330,-1014,1,1,1,0,Managers,2,-23
10226,F,N,Y,0,112500,Working,Higher education,Married,House / apartment,-11432,-820,1,1,0,0,Core staff,2,-44
10227,F,N,Y,1,225000,Working,Higher education,Married,House / apartment,-11549,-1086,1,0,0,0,Drivers,3,-36
10228,F,N,Y,0,90000,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2,-48
10229,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-18199,-5190,1,0,0,0,Cleaning staff,2,-9
10230,M,Y,Y,0,90000,Commercial associate,Incomplete higher,Married,With parents,-9987,-410,1,0,0,0,Sales staff,2,-3
10231,F,N,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-20470,-9269,1,0,0,0,Core staff,1,-12
10232,M,Y,N,0,180000,Working,Higher education,Married,House / apartment,-9667,-1016,1,0,1,0,Laborers,2,-7
10233,M,Y,Y,0,112500,Pensioner,Lower secondary,Married,House / apartment,-21719,365243,1,0,1,0,,2,-12
10234,M,Y,Y,1,225000,Working,Higher education,Separated,Municipal apartment,-17205,-2055,1,0,1,0,Security staff,2,-35
10235,F,N,N,0,360000,Pensioner,Higher education,Married,House / apartment,-20804,365243,1,0,1,0,,2,-19
10236,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,-22846,-9239,1,0,0,0,,2,-55
10237,F,N,N,0,405000,Commercial associate,Higher education,Married,House / apartment,-13692,-200,1,0,1,0,Managers,2,-39
10238,M,Y,Y,1,900000,Commercial associate,Higher education,Civil marriage,House / apartment,-16923,-2537,1,0,0,0,High skill tech staff,3,-20
10239,F,Y,Y,2,121500,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,1,0,Core staff,4,-36
10240,M,N,N,0,270000,Working,Higher education,Married,Rented apartment,-17300,-408,1,1,1,0,Managers,2,-3
10241,M,N,Y,0,337500,Working,Higher education,Married,House / apartment,-13263,-5269,1,0,0,0,Managers,2,-43
10242,F,Y,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17206,-1626,1,0,0,0,Sales staff,2,-6
10243,F,N,Y,0,63000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-19708,-7500,1,0,0,0,Cooking staff,2,-33
10244,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24580,365243,1,0,0,0,,1,-37
10245,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,-10847,-2712,1,0,0,0,Laborers,2,-36
10246,F,N,N,0,90000,Working,Secondary / secondary special,Separated,House / apartment,-18764,-9866,1,0,0,0,Laborers,1,-49
10247,M,Y,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,-14537,-3914,1,0,0,0,Drivers,2,-5
10248,F,N,Y,1,265500,Commercial associate,Higher education,Married,House / apartment,-12022,-4081,1,0,0,0,Managers,3,-57
10249,F,N,Y,0,202500,Working,Higher education,Married,House / apartment,-19444,-2832,1,0,0,0,,2,-26
10250,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17892,-470,1,0,1,0,Sales staff,2,-9
10251,M,Y,Y,0,247500,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,1,1,0,1,High skill tech staff,2,-14
10252,F,N,N,1,180000,Working,Secondary / secondary special,Married,Rented apartment,-9762,-1223,1,1,0,0,Laborers,3,-17
10253,F,N,N,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16199,-3411,1,1,0,0,Private service staff,2,-51
10254,F,N,Y,0,103500,Working,Secondary / secondary special,Married,House / apartment,-20292,-1691,1,0,0,0,Laborers,2,-15
10255,M,Y,Y,0,180000,Working,Higher education,Married,With parents,-11089,-1467,1,0,0,0,Laborers,2,-25
10256,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,-18852,-7037,1,0,0,0,,2,-8
10257,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-18041,-2137,1,0,0,0,Laborers,2,-48
10258,M,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,-10087,-1447,1,0,0,0,,4,-40
10259,M,Y,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,-9925,-1023,1,0,0,0,Laborers,2,-15
10260,F,N,N,1,112500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15162,-2034,1,0,0,0,Sales staff,3,-51
10261,M,Y,N,0,99000,Pensioner,Higher education,Married,House / apartment,-24189,365243,1,0,1,0,,2,-26
10262,F,N,N,0,90000,Working,Secondary / secondary special,Separated,House / apartment,-18764,-9866,1,0,0,0,Laborers,1,-54
10263,M,N,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,-9488,-1505,1,0,0,0,High skill tech staff,1,-39
10264,F,N,N,0,94500,Pensioner,Higher education,Married,House / apartment,-21373,365243,1,0,1,0,,2,-42
10265,M,Y,N,0,270000,Commercial associate,Higher education,Married,House / apartment,-13128,-1392,1,0,0,0,Laborers,2,-29
10266,M,Y,Y,3,270000,Working,Higher education,Married,House / apartment,-15174,-582,1,0,0,0,,5,-39
10267,F,Y,N,2,135000,Working,Higher education,Civil marriage,Municipal apartment,-11008,-1285,1,1,1,0,Sales staff,4,-45
10268,M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-20185,-2589,1,0,0,0,Security staff,2,-14
10269,F,Y,N,0,562500,Working,Higher education,Married,House / apartment,-14654,-2836,1,1,0,0,Managers,2,-18
10270,F,N,N,1,540000,Working,Secondary / secondary special,Separated,House / apartment,-16409,-2045,1,1,0,0,Managers,2,-11
10271,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17857,-229,1,1,0,0,,2,-39
10272,M,N,Y,2,360000,State servant,Higher education,Married,House / apartment,-16027,-5639,1,0,1,0,Managers,4,-11
10273,F,Y,N,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,-17372,-978,1,0,1,0,Sales staff,2,-34
10274,M,Y,Y,0,675000,State servant,Higher education,Married,House / apartment,-11912,-2200,1,0,0,0,High skill tech staff,2,-55
10275,M,Y,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4,-16
10276,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-20311,-597,1,0,0,0,Cleaning staff,2,-25
10277,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22767,365243,1,0,0,0,,2,-28
10278,M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10910,-1436,1,1,0,0,Security staff,3,-37
10279,F,N,N,1,135000,Working,Higher education,Separated,House / apartment,-13108,-2043,1,0,1,0,Core staff,2,-9
10280,M,Y,N,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14632,-531,1,0,0,0,Drivers,2,-19
10281,M,Y,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-13172,-1195,1,0,0,1,Managers,1,-15
10282,M,N,N,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-15213,-1331,1,0,0,0,Drivers,1,-14
10283,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22922,365243,1,0,1,0,,1,-41
10284,F,Y,Y,0,108000,Working,Secondary / secondary special,Married,Municipal apartment,-19316,-6039,1,0,0,0,Core staff,2,-49
10285,F,Y,N,0,112500,Working,Higher education,Married,With parents,-10475,-1792,1,1,1,0,Core staff,2,-18
10286,M,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-16896,-248,1,0,0,0,Laborers,2,-59
10287,F,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16017,-1398,1,0,0,0,Laborers,2,-8
10288,M,Y,Y,1,450000,Commercial associate,Higher education,Married,House / apartment,-17437,-1748,1,0,0,0,,3,-56
10289,F,N,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-11512,-4711,1,0,0,0,,1,-22
10290,M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-17032,-7838,1,0,0,1,Laborers,2,-40
10291,M,Y,N,0,634500,Working,Higher education,Married,House / apartment,-17502,-2888,1,1,1,0,Managers,2,-9
10292,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-20145,-1043,1,0,0,0,Laborers,2,-31
10293,M,Y,N,0,202500,Working,Higher education,Married,House / apartment,-15181,-3062,1,0,0,0,,2,-57
10294,F,N,N,0,74250,Working,Higher education,Separated,Municipal apartment,-19082,-5243,1,0,1,0,Core staff,1,-8
10295,F,N,Y,0,180000,Working,Secondary / secondary special,Separated,House / apartment,-12914,-278,1,0,0,1,Laborers,1,-25
10296,F,N,N,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,-22527,365243,1,0,0,0,,2,-4
10297,F,N,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-11853,-5061,1,1,0,0,Waiters/barmen staff,2,-5
10298,M,Y,N,0,135000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-10511,-305,1,0,0,0,IT staff,2,-35
10299,M,N,N,0,225000,Working,Higher education,Married,House / apartment,-12019,-1556,1,0,0,1,Sales staff,2,-36
10300,M,Y,Y,0,301500,Working,Secondary / secondary special,Married,Rented apartment,-9009,-864,1,0,0,0,Laborers,2,-7
10301,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21369,365243,1,0,1,0,,2,-55
10302,F,N,Y,0,297000,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-15519,-3234,1,0,0,0,Laborers,1,-29
10303,F,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-21523,365243,1,0,1,0,,2,-6
10304,F,Y,Y,1,135000,Commercial associate,Higher education,Civil marriage,House / apartment,-11062,-134,1,0,1,0,Accountants,3,-18
10305,F,N,N,1,202500,Working,Higher education,Married,House / apartment,-16391,-2014,1,1,0,0,,3,-24
10306,F,Y,N,1,67500,State servant,Higher education,Married,House / apartment,-13876,-5370,1,1,0,0,High skill tech staff,3,-32
10307,F,N,N,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15100,-3500,1,0,0,0,Cooking staff,3,-32
10308,M,Y,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,-18484,-461,1,0,1,0,Drivers,2,-44
10309,M,Y,N,0,99000,Pensioner,Higher education,Married,House / apartment,-24189,365243,1,0,1,0,,2,-43
10310,M,N,N,0,135000,Working,Higher education,Single / not married,With parents,-10082,-528,1,1,1,0,,1,-9
10311,F,Y,Y,2,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12745,-525,1,0,0,1,Core staff,4,-30
10312,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-22861,365243,1,0,1,0,,2,-42
10313,F,N,Y,0,121500,Working,Secondary / secondary special,Civil marriage,House / apartment,-18513,-8163,1,0,0,0,High skill tech staff,2,-31
10314,F,N,Y,0,81000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17163,-3258,1,1,1,0,Sales staff,2,-50
10315,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20132,365243,1,0,1,0,,1,-42
10316,M,Y,N,2,292500,State servant,Secondary / secondary special,Married,With parents,-15583,-6031,1,0,1,0,Drivers,4,-47
10317,F,N,Y,0,112500,Working,Higher education,Civil marriage,House / apartment,-11234,-2531,1,0,1,1,Sales staff,2,-23
10318,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-12157,-1493,1,0,0,0,Core staff,1,-12
10319,M,Y,Y,0,292500,Commercial associate,Secondary / secondary special,Single / not married,With parents,-9786,-2559,1,0,1,0,Laborers,2,-11
10320,F,N,Y,0,144000,Working,Higher education,Single / not married,House / apartment,-13190,-4943,1,0,0,0,,1,-33
10321,M,N,Y,0,79650,Pensioner,Secondary / secondary special,Married,House / apartment,-16081,365243,1,0,1,0,,2,-30
10322,M,N,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-9380,-1713,1,1,1,0,,1,-25
10323,M,N,Y,0,157500,Commercial associate,Higher education,Married,House / apartment,-15423,-1200,1,1,1,0,,2,-47
10324,F,N,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-15725,-3131,1,0,0,0,Managers,3,-15
10325,F,N,Y,0,157500,Working,Secondary / secondary special,Separated,House / apartment,-18540,-1534,1,0,0,0,Sales staff,1,-45
10326,F,N,N,0,315000,Working,Incomplete higher,Single / not married,With parents,-9746,-1268,1,0,1,0,Medicine staff,1,-3
10327,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23929,365243,1,0,1,0,,1,-26
10328,F,Y,Y,1,90000,State servant,Secondary / secondary special,Married,House / apartment,-17715,-6884,1,1,1,0,Medicine staff,3,-9
10329,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-15541,-886,1,1,0,0,Sales staff,2,-44
10330,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17822,-1730,1,0,0,0,Managers,2,-7
10331,F,N,Y,2,189000,Working,Secondary / secondary special,Civil marriage,House / apartment,-13788,-351,1,0,1,0,,4,-19
10332,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20152,365243,1,0,1,0,,2,-9
10333,F,N,Y,0,90000,Working,Lower secondary,Married,House / apartment,-16684,-2451,1,0,0,0,Medicine staff,2,-34
10334,M,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-13314,-544,1,0,0,0,Drivers,3,-1
10335,F,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,-14924,-2257,1,1,0,0,HR staff,2,-12
10336,F,N,Y,0,130500,Pensioner,Higher education,Civil marriage,House / apartment,-21461,365243,1,0,0,0,,2,-21
10337,M,Y,Y,0,135000,Commercial associate,Higher education,Single / not married,With parents,-10730,-1190,1,0,0,0,,1,-38
10338,M,N,N,2,135000,Commercial associate,Secondary / secondary special,Married,Office apartment,-14958,-1345,1,1,1,0,Laborers,4,-18
10339,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-16031,-5574,1,1,0,0,Laborers,2,-12
10340,M,Y,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-14770,-1173,1,0,0,0,Drivers,4,-45
10341,F,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-17556,-1921,1,0,1,0,Sales staff,2,-20
10342,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-9862,-2135,1,1,0,0,Laborers,1,-42
10343,M,Y,Y,0,427500,Working,Higher education,Civil marriage,Rented apartment,-12005,-4542,1,1,0,0,,2,-15
10344,F,Y,Y,2,94500,Working,Secondary / secondary special,Married,House / apartment,-12628,-3487,1,0,0,0,Cooking staff,4,-2
10345,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-22407,-2174,1,0,0,0,Laborers,2,-31
10346,F,N,N,2,108000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13596,-1323,1,1,1,0,Core staff,4,-39
10347,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-15290,-1253,1,1,0,0,Security staff,1,-21
10348,F,N,N,0,135000,Working,Higher education,Married,House / apartment,-13202,-2646,1,1,0,0,Laborers,2,-42
10349,F,N,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17279,-195,1,1,1,0,Accountants,2,-23
10350,F,N,Y,0,270000,Pensioner,Higher education,Married,House / apartment,-19724,365243,1,0,1,0,,2,-10
10351,F,N,Y,0,157500,Working,Secondary / secondary special,Separated,House / apartment,-18148,-8376,1,0,0,0,,1,-5
10352,M,Y,Y,2,472500,Commercial associate,Higher education,Married,House / apartment,-17844,-2045,1,0,0,0,Managers,4,-10
10353,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23026,365243,1,0,0,0,,2,-36
10354,M,N,Y,0,121500,State servant,Secondary / secondary special,Married,House / apartment,-14123,-3110,1,1,1,0,Laborers,2,-13
10355,F,N,Y,0,216000,Working,Secondary / secondary special,Married,House / apartment,-15569,-1639,1,1,0,0,Core staff,2,-15
10356,F,Y,N,0,216000,Working,Higher education,Civil marriage,House / apartment,-12304,-857,1,1,0,0,,2,-22
10357,F,Y,Y,0,270000,State servant,Higher education,Married,House / apartment,-21955,-12455,1,0,0,0,Core staff,2,-26
10358,M,Y,Y,1,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17147,-1982,1,0,0,0,Sales staff,3,-40
10359,F,Y,Y,0,157500,Working,Incomplete higher,Married,House / apartment,-9389,-1632,1,1,1,0,,2,-5
10360,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,2,-58
10361,M,N,Y,1,189000,Working,Secondary / secondary special,Married,House / apartment,-16848,-611,1,0,0,0,High skill tech staff,3,-30
10362,M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,-10952,-3577,1,1,0,0,Laborers,2,-32
10363,F,N,N,0,189000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16395,-523,1,0,0,0,Managers,2,-50
10364,M,Y,Y,0,157500,Working,Higher education,Married,House / apartment,-18750,-536,1,0,0,0,Security staff,2,-34
10365,F,N,N,0,112500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23272,365243,1,0,1,0,,2,-4
10366,M,Y,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-17259,-1420,1,0,0,0,Drivers,1,-13
10367,M,N,Y,0,202500,Commercial associate,Higher education,Married,With parents,-19082,-377,1,0,0,0,IT staff,2,-48
10368,F,Y,N,0,337500,Working,Secondary / secondary special,Married,House / apartment,-17079,-681,1,1,1,0,Laborers,2,-27
10369,F,Y,N,0,202500,State servant,Secondary / secondary special,Married,House / apartment,-19598,-11940,1,0,1,0,Medicine staff,2,-39
10370,F,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-13326,-3700,1,0,0,0,Laborers,3,-16
10371,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,1,0,0,0,,2,-60
10372,F,Y,Y,0,360000,State servant,Higher education,Separated,House / apartment,-19305,-1905,1,0,0,0,Core staff,1,-2
10373,F,N,Y,0,360000,Commercial associate,Higher education,Married,House / apartment,-11089,-3902,1,0,1,0,Core staff,2,-8
10374,F,N,Y,0,405000,Working,Higher education,Married,House / apartment,-17465,-7627,1,0,0,0,,2,-3
10375,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,-14000,-2387,1,0,0,0,Sales staff,2,-37
10376,F,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18458,-6014,1,0,1,0,Accountants,2,-29
10377,F,N,Y,0,130500,Working,Secondary / secondary special,Married,House / apartment,-13520,-5488,1,0,0,0,Core staff,2,-39
10378,M,Y,N,0,112500,Working,Secondary / secondary special,Civil marriage,With parents,-8466,-483,1,1,0,0,Core staff,2,-2
10379,F,N,Y,0,157500,State servant,Higher education,Single / not married,House / apartment,-19984,-917,1,0,0,0,,1,-52
10380,M,Y,Y,2,360000,Commercial associate,Higher education,Married,House / apartment,-14894,-1954,1,0,0,1,Managers,4,-18
10381,F,N,Y,1,292500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17781,-9044,1,0,1,0,Private service staff,3,-4
10382,M,N,Y,2,207000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12995,-1509,1,0,0,0,Managers,4,-55
10383,M,Y,Y,0,184500,State servant,Higher education,Married,House / apartment,-13916,-169,1,0,0,0,Managers,2,0
10384,F,N,N,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23130,365243,1,0,1,0,,1,-40
10385,F,Y,N,2,81000,Working,Higher education,Married,House / apartment,-12358,-3017,1,1,0,0,Sales staff,4,-47
10386,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,1,1,0,0,Sales staff,3,-24
10387,M,Y,N,0,180000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-14240,-3541,1,0,0,0,Core staff,2,-40
10388,F,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23598,365243,1,0,0,0,,2,-8
10389,F,Y,Y,1,560250,Working,Secondary / secondary special,Single / not married,House / apartment,-12987,-2330,1,0,0,0,Sales staff,2,-16
10390,M,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,-9493,-130,1,0,0,1,Cooking staff,2,-1
10391,M,Y,N,2,202500,Working,Higher education,Married,House / apartment,-11736,-727,1,0,0,0,Drivers,4,-38
10392,F,N,Y,0,315000,Pensioner,Higher education,Widow,House / apartment,-23443,365243,1,0,0,0,,1,-23
10393,F,N,Y,1,121500,Working,Secondary / secondary special,Married,House / apartment,-9448,-355,1,0,0,0,Laborers,3,-30
10394,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-19318,-918,1,1,1,0,Laborers,2,-34
10395,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-13739,-2896,1,0,0,0,Security staff,2,-16
10396,M,Y,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,-22231,365243,1,0,0,0,,2,-6
10397,F,Y,Y,0,81000,Working,Higher education,Married,House / apartment,-12615,-843,1,0,0,0,Cooking staff,2,-10
10398,M,Y,N,0,180000,Working,Secondary / secondary special,Married,Municipal apartment,-18809,-1416,1,1,0,0,Drivers,2,-36
10399,M,N,Y,0,382500,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,,1,-16
10400,M,Y,Y,0,382500,Working,Higher education,Married,House / apartment,-10446,-2420,1,0,0,0,Laborers,2,-10
10401,M,N,N,1,112500,Working,Secondary / secondary special,Separated,With parents,-15390,-1615,1,0,0,0,Laborers,2,-39
10402,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-10309,-1610,1,0,0,0,Laborers,2,-10
10403,M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-15266,-1410,1,0,0,0,,3,-17
10404,F,N,Y,0,216000,Working,Secondary / secondary special,Married,House / apartment,-18067,-6517,1,1,1,1,High skill tech staff,2,-59
10405,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-8186,-597,1,0,0,0,Sales staff,1,-5
10406,M,Y,N,0,157500,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,Drivers,2,-24
10407,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21365,365243,1,0,0,0,,2,-33
10408,F,Y,Y,0,175500,Working,Secondary / secondary special,Married,House / apartment,-18053,-3141,1,0,0,0,Sales staff,2,-39
10409,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21819,365243,1,0,0,0,,2,-14
10410,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-23770,365243,1,0,0,0,,2,-40
10411,F,Y,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12767,-4614,1,0,0,0,Sales staff,3,-45
10412,F,N,Y,0,193500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15447,-1721,1,0,0,0,Sales staff,2,-29
10413,F,N,Y,0,94500,Working,Secondary / secondary special,Married,House / apartment,-16299,-5817,1,1,1,0,Medicine staff,2,-50
10414,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-11582,-741,1,0,1,0,Core staff,2,-7
10415,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1,-3
10416,M,Y,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,-17901,-3611,1,0,0,0,Laborers,2,-13
10417,M,Y,Y,0,225000,Pensioner,Higher education,Separated,House / apartment,-20689,365243,1,0,0,0,,1,-35
10418,F,N,Y,2,180000,Working,Incomplete higher,Separated,House / apartment,-12253,-3496,1,1,0,0,,3,-51
10419,M,N,N,0,247500,Working,Higher education,Civil marriage,House / apartment,-15125,-199,1,0,0,0,Drivers,2,-33
10420,F,N,Y,1,198000,Working,Secondary / secondary special,Single / not married,House / apartment,-18530,-1596,1,1,1,0,Private service staff,2,-1
10421,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-16507,-4331,1,0,0,0,Drivers,2,-20
10422,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22119,365243,1,0,0,0,,1,-25
10423,F,N,Y,0,148500,Working,Secondary / secondary special,Single / not married,House / apartment,-19826,-2888,1,0,0,1,High skill tech staff,1,-41
10424,F,N,N,0,180000,Pensioner,Higher education,Married,House / apartment,-19038,365243,1,0,1,0,,2,-10
10425,M,Y,Y,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16670,-5364,1,0,1,0,Security staff,2,-10
10426,F,N,Y,0,153000,Pensioner,Higher education,Married,House / apartment,-21899,365243,1,0,1,0,,2,-24
10427,M,Y,Y,1,180000,Working,Higher education,Married,House / apartment,-14082,-1800,1,0,0,0,Managers,3,-42
10428,M,Y,Y,3,135000,Working,Secondary / secondary special,Married,House / apartment,-11945,-735,1,0,0,1,Laborers,5,-14
10429,F,N,Y,0,157500,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12942,-3253,1,0,0,0,,2,-1
